areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||210|RESIF, ETH, LMU, BGR, IRIS, INGV||2012_05_15 024743|210||||||||||46.2516|0.2|8.9846|0||||||254.0|False|||0.0|||||Preonzo, Switzerland|5|||||||2012_05_15 024529|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock slide|Rock/ice/debris avalanches and slides|210000.0||
||||237|IRIS, BGR, ETH||2004_09_18 114743|237|1410.0||1300.0||||2600.0|3000.0||46.49321|0.2|10.52494|1||||||223.0|False|||223.0|True||||Thurwieser, Italy|5|||||||2004_09_18 114324|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock avalanche|Rock/ice/debris avalanches and slides|2000000.0|2400000.0|1600000.0
||||44|IRIS||2007_07_22 202856|44|2600.0|2200.0|2400.0||||8000.0|10000.0|7800.0|61.10249|0.0|-140.3055|1||||||476.0|True|||992.0|True||||Mount Steele 1|5|||||||2007_07_22 202607|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|61.16183|-140.21042|61.10249|-140.3055||ice avalanche|Rock/ice/debris avalanches and slides|3000000.0||
|||200000.0|179|IRIS||2021_03_11 225919|179|600.0||||||1200.0|||46.8585|0.35|-121.7857|0||||||12.0|True|||0.0||0.0||False|Sunset Amphitheater, Mount Rainier|2|||||||2021_03_11 225814|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|46.8535|-121.7991|46.861|-121.7872||snow avalanche|Snow avalanches|||
|||2300000.0|181|IRIS||2019_07_15 163436|181|1700.0||||||5000.0|||61.29739||-152.24213|1||||||567.0|False|||700.0|False|||True|Mount Spurr|4|||||||2019_07_15 163209|Liam D. Toney|61.26288|-152.18878|61.29739|-152.24213||ice avalanche|Rock/ice/debris avalanches and slides|835000.0||
900000.0|||9700000.0|11|IRIS, CNSN||2010_08_06 103206|11|2138.0||||||12700.0|||50.63108|0.0|-123.50387|1|100000000000.0|120000000000.0|80000000000.0|||1258.0|True|||1500.0|False||||Mount Meager main|5|||||||2010_08_06 102735|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|50.59713|-123.37378|50.63108|-123.50387||rock slide-debris flow|Rock/ice/debris avalanches and slides|48500000.0|58200000.0|38800000.0
||||233|IRIS, INGV, ETH||2016_03_14 190620|233||||||||||46.70162|0.1|8.76787|0||||||137.0|False|||0.0|||||Val Strem, Switzerland|4|||||||2016_03_14 190253|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|46.68873|8.76563|46.70162|8.76787||rock avalanche|Rock/ice/debris avalanches and slides|200000.0||
||||220|NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2017_10_19 204411|220||||||||||47.1673||12.764|0||||||227.0|False|||0.0|||||Großes Wiesbachhorn 1, Austria|1|||||||2017_10_19 204212|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
46000.0|50000.0|37000.0|250000.0|24|IRIS, CNSN||2007_12_05 030519|24|||600.0||||||960.0|49.46736|0.0|-122.01218|2||||||998.0|True|||200.0|True||||Chehalis Lake|5|||||||2007_12_05 030239|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|49.46516|-122.00855|49.47084|-122.01614||debris avalanche|Rock/ice/debris avalanches and slides|880000.0|1200000.0|670000.0
12900000.0|||18900000.0|270|IRIS||2000_04_09 121015|270|3330.0||||||10000.0|||30.2031|0.0|94.9675|1||||||1982.0|False|||1982.0|False||||Yìgòng, Tibet|5|||||||2000_04_09 120000|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock slide, debris avalanche|Rock/ice/debris avalanches and slides|300000000.0||
||||257|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2009_04_19 090823|257|720.0||||||1000.0|||46.38|0.0|8.43997|1||||||266.0|False|||202.0|True||||Formazza 1, Italy|4|||||||2009_04_19 090531|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|46.37325|8.43135|46.38|8.43997||rock slide|Rock/ice/debris avalanches and slides|175000.0|210000.0|140000.0
3000.0|4200.0|1600.0|20000.0|156|IRIS||2018_08_28 160158|156|300.0|340.0|190.0||||300.0|430.0|250.0|46.1999|0.3|-121.511|0||||||49.0|True|||0.0||11.0|True|True|White Salmon Glacier, Mount Adams|5|||||||2018_08_28 160049|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|46.1985|-121.5139|46.1999|-121.511||ice avalanche|Rock/ice/debris avalanches and slides|20000.0|60000.0|10000.0
35000.0|41000.0|27000.0|1700000.0|134|IRIS||2016_05_28 153103|134|730.0|820.0|630.0||||2000.0|2200.0|1700.0|59.21995|0.0|-136.17013|1||||||500.0|False|||500.0|False||||Takhinsha Mountains|4|||||||2016_05_28 152756|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|59.21853|-136.13273|59.21995|-136.17013||rock avalanche|Rock/ice/debris avalanches and slides|600000.0|800000.0|450000.0
||||235|INGV, RESIF, BGR, ETH||2007_04_21 072739|235|1900.0||||||2900.0|||45.93284|0.5|7.87915|1||||||269.0|False|||200.0|True||||Monte Rosa, Italy|3|||||||2007_04_21 072409|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock avalanche|Rock/ice/debris avalanches and slides|300000.0|360000.0|240000.0
59000.0|87000.0|44000.0|870000.0|65|IRIS||2016_05_25 210309|65|1480.0|1500.0|1450.0||||3700.0|||48.7688|0.0|-121.81419|0||||||14.0|True|||0.0|||||Mount Baker|4|||||||2016_05_25 210013|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|48.7634|-121.76615|48.7688|-121.81419||ice and debris avalanche|Rock/ice/debris avalanches and slides|810000.0|1600000.0|410000.0
220000.0|310000.0|120000.0|3000000.0|47|IRIS||2013_02_02 140206|47|1400.0|1600.0|1300.0||||4900.0|5500.0|4500.0|60.02328|0.2|-153.031|1||||||234.0|True|||599.0|True||||Iliamna|2|||||||2013_02_02 135550|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|60.01537|-152.9927|60.02748|-153.07371||ice avalanche|Rock/ice/debris avalanches and slides|5600000.0|12000000.0|2700000.0
||||28|IRIS||2011_06_27 190309|28|1650.0||||||3000.0|||46.843|0.2|-121.75|0||||||220.0|True|||0.0|||||Nisqually 5|4|||||||2011_06_27 185646|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.8205|-121.7379|46.843|-121.75||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|160000.0|230000.0|120000.0
49000.0|61000.0|49000.0|230000.0|34|IRIS||2009_10_11 165952|34|200.0|220.0|180.0||||680.0|700.0|660.0|46.81666|0.0|-120.91528|2||||||30.0|True|||92.0|True||||Nile Valley eastern failure|4|||||||2009_10_11 164427|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.81249|-120.92047|46.81666|-120.91528||rock slide|Rock/ice/debris avalanches and slides|960000.0|1300000.0|740000.0
||||215|NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2016_08_19 220021|215||||||||||46.6425|0.0|12.1388|1||||||382.0|False|||132.0|True||||Kleine Gaisl, Italy|3|||||||2016_08_19 215655|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock slide|Rock/ice/debris avalanches and slides|650000.0|700000.0|600000.0
130000.0|190000.0|80000.0||151|IRIS||2020_11_28 145720|151|1000.0|||||||||50.9782|0.0|-124.6117|1||||||403.0|True|||403.0|True||||Elliot Creek 1|5|||||||2020_11_28 145256|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|50.9653|-124.6057|50.9782|-124.6117||rock avalanche|Rock/ice/debris avalanches and slides|18600000.0|18940000.0|18260000.0
12000.0|20000.0|12000.0|82000.0|33|IRIS||2009_10_11 143944|33|120.0|140.0|100.0||||400.0|420.0|380.0|46.81677|0.0|-120.92045|0||||||47.0|True|||0.0|||||Nile Valley western failure|4|||||||2009_10_11 143642|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.81448|-120.92409|46.81677|-120.92045||rock slide|Rock/ice/debris avalanches and slides|130000.0|180000.0|99000.0
||||198|RESIF, INGV||2018_03_13 054953|198||||||||||44.65|3.0|6.46|0||||||44.0|False|||0.0|||||Maitz, France|1|||||||2018_03_13 054938|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||43|IRIS||2015_10_12 020533|43|1020.0|1120.0|800.0||||2500.0|3700.0|2000.0|61.0838|0.2|-140.2257|1|47500000000.0|50000000000.0|45000000000.0|||561.0|True|||1000.0|False||||Mount Steele|3|||||||2015_10_12 020141|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|61.1024|-140.217|61.0838|-140.2257||rock avalanche|Rock/ice/debris avalanches and slides|20000000.0||
||||79|IRIS||2014_05_15 015607|79||||||||||46.1934|0.15|-122.1759|0||||||18.0|True|||0.0|||||Mount St Helens|3|||||||2014_05_15 014741|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||snow avalanche|Snow avalanches|||
||||115|IRIS||2016_08_10 193044|115||||||||||61.64019|1.0|-141.5603|1||||||512.0|True|||500.0|False||||Mount Sulzer 5|4|||||||2016_08_10 192740|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||193|RESIF||2018_08_07 041023|193||||||||||45.00412|0.2|6.30448|0||||||52.0|False|||0.0|||||Glacier Carre, France|3|||||||2018_08_07 040848|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||71|IRIS, Attachments below||2005_05_15 171707|71|1400.0|1460.0|1300.0||||3800.0|4400.0|3000.0|59.981|0.1|-153.06354|0||||||66.0|True|||0.0|||||South Twin 7|3|||||||2005_05_15 171141|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|59.9595|-153.01577|59.981|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|160000.0|250000.0|110000.0
||||83|IRIS||2011_06_24 164459|83||||||||||46.84462|0.0|-121.75226|0||||||99.0|True|||0.0|||||Nisqually 1|4|||||||2011_06_24 164054|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.82047|-121.73794|46.84462|-121.75226||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|68000.0|96000.0|49000.0
||||200|RESIF, INGV||2017_12_02 120535|200||||||||||44.75|3.0|6.72|0||||||42.0|False|||0.0|||||Dent du Ratier, France|1|||||||2017_12_02 120507|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||295|IRIS||2022_05_16 221231|295||||||||||46.2046|0.4|-122.1994|0||||||12.0|True|||0.0||2.0|True|True|Mount St Helens|2|||||||2022_05_16 220846|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||snow avalanche|Snow avalanches|||
|||50000.0|212|INGV, ETH, IRIS||2015_01_16 192415|212||||||||||46.5914|0.1|13.7326|0||||||85.0|False|||0.0|||||Dobratsch, Austria|3|||||||2015_01_16 192251|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock slide|Rock/ice/debris avalanches and slides|6000.0||
||||26|IRIS||2011_06_25 231115|26||||||||||46.843|0.2|-121.75|0||||||217.0|True|||0.0|||||Nisqually 3|4|||||||2011_06_25 230405|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.8205|-121.7379|46.843|-121.75||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|110000.0|150000.0|78000.0
56000.0|73000.0|47000.0|740000.0|131|IRIS||2010_08_12 164505|131|1020.0|1050.0|950.0||||2340.0|2400.0|2300.0|58.6475|0.0|-137.0812|0||||||136.0|True|||0.0|||||East Crillon|4|||||||2010_08_12 164238|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|58.6494|-137.04288|58.6475|-137.0812||rock avalanche|Rock/ice/debris avalanches and slides|1200000.0|1600000.0|860000.0
330000.0|520000.0|190000.0|6500000.0|18|IRIS||2014_02_16 142910|18|1779.0||||||7374.0|||58.56105|0.0|-137.07371|1|68000000000.0|||||370.0|True|||1000.0|False||||Mount La Perouse|4|||||||2014_02_16 142444|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|58.55713|-137.05601|58.56105|-137.07371||rock and ice avalanche|Rock/ice/debris avalanches and slides|14000000.0|22000000.0|9000000.0
34200.0||||148|IRIS||2019_05_16 160606|148|1370.0||||||4000.0|||50.3431|0.0|-122.4488|1||||||500.0|False|||500.0|False||||Mount Joffre 2|5|||||||2019_05_16 160302|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|50.3672|-122.4154|50.3431|-122.4488||rock avalanche, debris flow|Rock/ice/debris avalanches and slides|3100000.0||
1200000.0||1000000.0|2300000.0|13|IRIS||2014_05_25 234727|13|636.0||||||4590.0|||39.16495|0.0|-107.8469|1||||||564.0|True|||1000.0|False||||West Salt Creek main|5|||||||2014_05_25 234340|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|39.20291|-107.85825|39.16495|-107.8469||rock slide and rock avalanche|Rock/ice/debris avalanches and slides|54500000.0|67500000.0|41500000.0
||||203|RESIF, INGV||2017_08_08 030002|203||||||||||44.84|20.0|6.6|0||||||139.0|False|||0.0|||||Pas du Rif, France|1|||||||2017_08_08 025856|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||57|IRIS, Attachments below||2004_09_10 113849|57|1750.0||||||4950.0|||60.0359|0.2|-153.0789|2||||||374.0|True|||500.0|False||||Lateral Glacier, Iliamna|5|||||||2004_09_10 113615|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|60.0542|-153.0062|60.0359|-153.0789||rock and ice avalanche|Rock/ice/debris avalanches and slides|5000000.0|6000000.0|4000000.0
||||192|RESIF, NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2017_08_23 073551|192|1700.0||||||3200.0|||46.29552|0.0|9.6019|1||||||706.0|False|||500.0|False||||Piz Cengalo 2, Switzerland|5|||||||2017_08_23 073016|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock avalanche|Rock/ice/debris avalanches and slides|3000000.0|3020000.0|2980000.0
||||205|LMU, ETH, INGV||2007_10_12 074056|205||||||||||46.639|0.0|12.3483|0||||||189.0|False|||0.0|||||Einserkofel, Italy|3|||||||2007_10_12 073924|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock slide|Rock/ice/debris avalanches and slides|60000.0||
||||67|IRIS, Attachments below||2005_05_15 155006|67|1400.0|1460.0|1300.0||||3800.0|4400.0|3000.0|59.981|0.1|-153.06354|2||||||13.0|True|||157.0|True||||South Twin 3|3|||||||2005_05_15 154807|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|59.9595|-153.01577|59.981|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|42000.0|63000.0|29000.0
